Freq.	V(n010)/I(V1)
Step Information: 1=1  (Run: 1/11)
7.09577767963282e+005	(9.86964163832299e+001dB,-1.79916288233823e+002°)
7.11213513653222e+005	(9.86964218816491e+001dB,-1.79916476301250e+002°)
7.12853030126412e+005	(9.86964273579187e+001dB,-1.79916663922354e+002°)
7.14496326075405e+005	(9.86964328121559e+001dB,-1.79916851098191e+002°)
7.16143410212794e+005	(9.86964382444776e+001dB,-1.79917037829812e+002°)
7.17794291271253e+005	(9.86964436550000e+001dB,-1.79917224118269e+002°)
7.19448978003591e+005	(9.86964490438389e+001dB,-1.79917409964608e+002°)
7.21107479182791e+005	(9.86964544111096e+001dB,-1.79917595369873e+002°)
7.22769803602061e+005	(9.86964597569269e+001dB,-1.79917780335108e+002°)
7.24435960074880e+005	(9.86964650814053e+001dB,-1.79917964861352e+002°)
7.26105957435045e+005	(9.86964703846585e+001dB,-1.79918148949642e+002°)
7.27779804536714e+005	(9.86964756668001e+001dB,-1.79918332601014e+002°)
7.29457510254458e+005	(9.86964809279430e+001dB,-1.79918515816499e+002°)
7.31139083483307e+005	(9.86964861681997e+001dB,-1.79918698597128e+002°)
7.32824533138793e+005	(9.86964913876822e+001dB,-1.79918880943928e+002°)
7.34513868157004e+005	(9.86964965865022e+001dB,-1.79919062857924e+002°)
7.36207097494625e+005	(9.86965017647707e+001dB,-1.79919244340139e+002°)
7.37904230128989e+005	(9.86965069225984e+001dB,-1.79919425391593e+002°)
7.39605275058126e+005	(9.86965120600956e+001dB,-1.79919606013304e+002°)
7.41310241300805e+005	(9.86965171773721e+001dB,-1.79919786206287e+002°)
7.43019137896589e+005	(9.86965222745371e+001dB,-1.79919965971556e+002°)
7.44731973905876e+005	(9.86965273516996e+001dB,-1.79920145310120e+002°)
7.46448758409953e+005	(9.86965324089680e+001dB,-1.79920324222989e+002°)
7.48169500511041e+005	(9.86965374464503e+001dB,-1.79920502711168e+002°)
7.49894209332342e+005	(9.86965424642541e+001dB,-1.79920680775660e+002°)
7.51622894018091e+005	(9.86965474624865e+001dB,-1.79920858417467e+002°)
7.53355563733603e+005	(9.86965524412543e+001dB,-1.79921035637587e+002°)
7.55092227665319e+005	(9.86965574006637e+001dB,-1.79921212437018e+002°)
7.56832895020859e+005	(9.86965623408206e+001dB,-1.79921388816752e+002°)
7.58577575029068e+005	(9.86965672618304e+001dB,-1.79921564777782e+002°)
7.60326276940066e+005	(9.86965721637981e+001dB,-1.79921740321098e+002°)
7.62079010025296e+005	(9.86965770468283e+001dB,-1.79921915447686e+002°)
7.63835783577574e+005	(9.86965819110252e+001dB,-1.79922090158532e+002°)
7.65596606911139e+005	(9.86965867564926e+001dB,-1.79922264454618e+002°)
7.67361489361702e+005	(9.86965915833337e+001dB,-1.79922438336924e+002°)
7.69130440286492e+005	(9.86965963916515e+001dB,-1.79922611806429e+002°)
7.70903469064312e+005	(9.86966011815485e+001dB,-1.79922784864107e+002°)
7.72680585095584e+005	(9.86966059531269e+001dB,-1.79922957510934e+002°)
7.74461797802400e+005	(9.86966107064884e+001dB,-1.79923129747879e+002°)
7.76247116628573e+005	(9.86966154417343e+001dB,-1.79923301575912e+002°)
7.78036551039685e+005	(9.86966201589654e+001dB,-1.79923472996000e+002°)
7.79830110523139e+005	(9.86966248582823e+001dB,-1.79923644009107e+002°)
7.81627804588210e+005	(9.86966295397851e+001dB,-1.79923814616196e+002°)
7.83429642766092e+005	(9.86966342035736e+001dB,-1.79923984818226e+002°)
7.85235634609952e+005	(9.86966388497470e+001dB,-1.79924154616156e+002°)
7.87045789694978e+005	(9.86966434784044e+001dB,-1.79924324010941e+002°)
7.88860117618433e+005	(9.86966480896443e+001dB,-1.79924493003535e+002°)
7.90678627999704e+005	(9.86966526835648e+001dB,-1.79924661594889e+002°)
7.92501330480350e+005	(9.86966572602638e+001dB,-1.79924829785952e+002°)
7.94328234724160e+005	(9.86966618198386e+001dB,-1.79924997577671e+002°)
7.96159350417197e+005	(9.86966663623863e+001dB,-1.79925164970991e+002°)
7.97994687267854e+005	(9.86966708880036e+001dB,-1.79925331966855e+002°)
7.99834255006906e+005	(9.86966753967867e+001dB,-1.79925498566203e+002°)
8.01678063387556e+005	(9.86966798888315e+001dB,-1.79925664769974e+002°)
8.03526122185494e+005	(9.86966843642337e+001dB,-1.79925830579103e+002°)
8.05378441198943e+005	(9.86966888230882e+001dB,-1.79925995994526e+002°)
8.07235030248714e+005	(9.86966932654901e+001dB,-1.79926161017173e+002°)
8.09095899178258e+005	(9.86966976915337e+001dB,-1.79926325647975e+002°)
8.10961057853716e+005	(9.86967021013130e+001dB,-1.79926489887860e+002°)
8.12830516163974e+005	(9.86967064949219e+001dB,-1.79926653737754e+002°)
8.14704284020714e+005	(9.86967108724536e+001dB,-1.79926817198579e+002°)
8.16582371358466e+005	(9.86967152340012e+001dB,-1.79926980271258e+002°)
8.18464788134664e+005	(9.86967195796574e+001dB,-1.79927142956710e+002°)
8.20351544329692e+005	(9.86967239095144e+001dB,-1.79927305255853e+002°)
8.22242649946944e+005	(9.86967282236641e+001dB,-1.79927467169602e+002°)
8.24138115012875e+005	(9.86967325221983e+001dB,-1.79927628698869e+002°)
8.26037949577051e+005	(9.86967368052082e+001dB,-1.79927789844568e+002°)
8.27942163712206e+005	(9.86967410727845e+001dB,-1.79927950607606e+002°)
8.29850767514294e+005	(9.86967453250181e+001dB,-1.79928110988891e+002°)
8.31763771102542e+005	(9.86967495619990e+001dB,-1.79928270989328e+002°)
8.33681184619505e+005	(9.86967537838171e+001dB,-1.79928430609820e+002°)
8.35603018231119e+005	(9.86967579905621e+001dB,-1.79928589851269e+002°)
8.37529282126753e+005	(9.86967621823232e+001dB,-1.79928748714574e+002°)
8.39459986519267e+005	(9.86967663591891e+001dB,-1.79928907200632e+002°)
8.41395141645065e+005	(9.86967705212486e+001dB,-1.79929065310337e+002°)
8.43334757764145e+005	(9.86967746685898e+001dB,-1.79929223044585e+002°)
8.45278845160159e+005	(9.86967788013006e+001dB,-1.79929380404265e+002°)
8.47227414140465e+005	(9.86967829194686e+001dB,-1.79929537390267e+002°)
8.49180475036182e+005	(9.86967870231811e+001dB,-1.79929694003479e+002°)
8.51138038202244e+005	(9.86967911125250e+001dB,-1.79929850244785e+002°)
8.53100114017457e+005	(9.86967951875869e+001dB,-1.79930006115070e+002°)
8.55066712884551e+005	(9.86967992484531e+001dB,-1.79930161615215e+002°)
8.57037845230237e+005	(9.86968032952096e+001dB,-1.79930316746099e+002°)
8.59013521505262e+005	(9.86968073279421e+001dB,-1.79930471508600e+002°)
8.60993752184467e+005	(9.86968113467358e+001dB,-1.79930625903595e+002°)
8.62978547766836e+005	(9.86968153516759e+001dB,-1.79930779931957e+002°)
8.64967918775559e+005	(9.86968193428471e+001dB,-1.79930933594558e+002°)
8.66961875758082e+005	(9.86968233203338e+001dB,-1.79931086892268e+002°)
8.68960429286167e+005	(9.86968272842202e+001dB,-1.79931239825955e+002°)
8.70963589955945e+005	(9.86968312345901e+001dB,-1.79931392396486e+002°)
8.72971368387976e+005	(9.86968351715269e+001dB,-1.79931544604726e+002°)
8.74983775227300e+005	(9.86968390951139e+001dB,-1.79931696451537e+002°)
8.77000821143498e+005	(9.86968430054340e+001dB,-1.79931847937779e+002°)
8.79022516830747e+005	(9.86968469025698e+001dB,-1.79931999064312e+002°)
8.81048873007877e+005	(9.86968507866038e+001dB,-1.79932149831994e+002°)
8.83079900418425e+005	(9.86968546576178e+001dB,-1.79932300241678e+002°)
8.85115609830697e+005	(9.86968585156937e+001dB,-1.79932450294219e+002°)
8.87156012037822e+005	(9.86968623609129e+001dB,-1.79932599990469e+002°)
8.89201117857809e+005	(9.86968661933566e+001dB,-1.79932749331277e+002°)
8.91250938133606e+005	(9.86968700131056e+001dB,-1.79932898317491e+002°)
8.93305483733155e+005	(9.86968738202406e+001dB,-1.79933046949958e+002°)
8.95364765549454e+005	(9.86968776148418e+001dB,-1.79933195229521e+002°)
8.97428794500608e+005	(9.86968813969894e+001dB,-1.79933343157025e+002°)
8.99497581529894e+005	(9.86968851667630e+001dB,-1.79933490733309e+002°)
9.01571137605816e+005	(9.86968889242421e+001dB,-1.79933637959213e+002°)
9.03649473722160e+005	(9.86968926695060e+001dB,-1.79933784835574e+002°)
9.05732600898058e+005	(9.86968964026335e+001dB,-1.79933931363229e+002°)
9.07820530178043e+005	(9.86969001237033e+001dB,-1.79934077543010e+002°)
9.09913272632109e+005	(9.86969038327938e+001dB,-1.79934223375750e+002°)
9.12010839355767e+005	(9.86969075299831e+001dB,-1.79934368862279e+002°)
9.14113241470107e+005	(9.86969112153490e+001dB,-1.79934514003427e+002°)
9.16220490121856e+005	(9.86969148889691e+001dB,-1.79934658800020e+002°)
9.18332596483437e+005	(9.86969185509208e+001dB,-1.79934803252883e+002°)
9.20449571753027e+005	(9.86969222012810e+001dB,-1.79934947362840e+002°)
9.22571427154618e+005	(9.86969258401266e+001dB,-1.79935091130713e+002°)
9.24698173938077e+005	(9.86969294675341e+001dB,-1.79935234557323e+002°)
9.26829823379203e+005	(9.86969330835797e+001dB,-1.79935377643487e+002°)
9.28966386779790e+005	(9.86969366883395e+001dB,-1.79935520390022e+002°)
9.31107875467684e+005	(9.86969402818892e+001dB,-1.79935662797745e+002°)
9.33254300796844e+005	(9.86969438643044e+001dB,-1.79935804867467e+002°)
9.35405674147404e+005	(9.86969474356601e+001dB,-1.79935946600002e+002°)
9.37562006925732e+005	(9.86969509960316e+001dB,-1.79936087996159e+002°)
9.39723310564490e+005	(9.86969545454935e+001dB,-1.79936229056748e+002°)
9.41889596522693e+005	(9.86969580841203e+001dB,-1.79936369782574e+002°)
9.44060876285774e+005	(9.86969616119862e+001dB,-1.79936510174443e+002°)
9.46237161365643e+005	(9.86969651291653e+001dB,-1.79936650233160e+002°)
9.48418463300747e+005	(9.86969686357315e+001dB,-1.79936789959525e+002°)
9.50604793656131e+005	(9.86969721317580e+001dB,-1.79936929354341e+002°)
9.52796164023501e+005	(9.86969756173183e+001dB,-1.79937068418405e+002°)
9.54992586021285e+005	(9.86969790924854e+001dB,-1.79937207152514e+002°)
9.57194071294693e+005	(9.86969825573321e+001dB,-1.79937345557466e+002°)
9.59400631515781e+005	(9.86969860119310e+001dB,-1.79937483634053e+002°)
9.61612278383512e+005	(9.86969894563544e+001dB,-1.79937621383069e+002°)
9.63829023623818e+005	(9.86969928906744e+001dB,-1.79937758805304e+002°)
9.66050878989660e+005	(9.86969963149630e+001dB,-1.79937895901548e+002°)
9.68277856261096e+005	(9.86969997292916e+001dB,-1.79938032672589e+002°)
9.70509967245336e+005	(9.86970031337318e+001dB,-1.79938169119213e+002°)
9.72747223776811e+005	(9.86970065283548e+001dB,-1.79938305242205e+002°)
9.74989637717232e+005	(9.86970099132314e+001dB,-1.79938441042349e+002°)
9.77237220955656e+005	(9.86970132884325e+001dB,-1.79938576520426e+002°)
9.79489985408543e+005	(9.86970166540286e+001dB,-1.79938711677217e+002°)
9.81747943019829e+005	(9.86970200100899e+001dB,-1.79938846513500e+002°)
9.84011105760977e+005	(9.86970233566865e+001dB,-1.79938981030053e+002°)
9.86279485631054e+005	(9.86970266938883e+001dB,-1.79939115227651e+002°)
9.88553094656782e+005	(9.86970300217649e+001dB,-1.79939249107069e+002°)
9.90831944892610e+005	(9.86970333403857e+001dB,-1.79939382669080e+002°)
9.93116048420776e+005	(9.86970366498199e+001dB,-1.79939515914454e+002°)
9.95405417351369e+005	(9.86970399501366e+001dB,-1.79939648843963e+002°)
9.97700063822394e+005	(9.86970432414045e+001dB,-1.79939781458374e+002°)
1.00000000000000e+006	(9.86970465236921e+001dB,-1.79939913758455e+002°)
Step Information: 1=50.5  (Run: 6/11)
1.00000000000000e+003	(9.90965601331720e+001dB,1.79931636044139e+002°)
1.00230523807790e+003	(9.90965621950995e+001dB,1.79931478068974e+002°)
1.00461579027840e+003	(9.90965642665619e+001dB,1.79931319727002e+002°)
1.00693166885180e+003	(9.90965663476034e+001dB,1.79931161017357e+002°)
1.00925288607668e+003	(9.90965684382683e+001dB,1.79931001939173e+002°)
1.01157945425990e+003	(9.90965705386014e+001dB,1.79930842491584e+002°)
1.01391138573668e+003	(9.90965726486472e+001dB,1.79930682673717e+002°)
1.01624869287070e+003	(9.90965747684508e+001dB,1.79930522484702e+002°)
1.01859138805412e+003	(9.90965768980575e+001dB,1.79930361923663e+002°)
1.02093948370768e+003	(9.90965790375127e+001dB,1.79930200989723e+002°)
1.02329299228075e+003	(9.90965811868620e+001dB,1.79930039682005e+002°)
1.02565192625141e+003	(9.90965833461512e+001dB,1.79929877999626e+002°)
1.02801629812647e+003	(9.90965855154264e+001dB,1.79929715941703e+002°)
1.03038612044162e+003	(9.90965876947339e+001dB,1.79929553507352e+002°)
1.03276140576140e+003	(9.90965898841201e+001dB,1.79929390695684e+002°)
1.03514216667934e+003	(9.90965920836318e+001dB,1.79929227505810e+002°)
1.03752841581801e+003	(9.90965942933158e+001dB,1.79929063936838e+002°)
1.03992016582906e+003	(9.90965965132194e+001dB,1.79928899987874e+002°)
1.04231742939330e+003	(9.90965987433898e+001dB,1.79928735658021e+002°)
1.04472021922080e+003	(9.90966009838748e+001dB,1.79928570946382e+002°)
1.04712854805090e+003	(9.90966032347219e+001dB,1.79928405852054e+002°)
1.04954242865232e+003	(9.90966054959793e+001dB,1.79928240374136e+002°)
1.05196187382322e+003	(9.90966077676952e+001dB,1.79928074511722e+002°)
1.05438689639126e+003	(9.90966100499181e+001dB,1.79927908263905e+002°)
1.05681750921366e+003	(9.90966123426966e+001dB,1.79927741629775e+002°)
1.05925372517729e+003	(9.90966146460798e+001dB,1.79927574608420e+002°)
1.06169555719872e+003	(9.90966169601167e+001dB,1.79927407198926e+002°)
1.06414301822431e+003	(9.90966192848568e+001dB,1.79927239400376e+002°)
1.06659612123026e+003	(9.90966216203495e+001dB,1.79927071211852e+002°)
1.06905487922266e+003	(9.90966239666449e+001dB,1.79926902632434e+002°)
1.07151930523761e+003	(9.90966263237928e+001dB,1.79926733661197e+002°)
1.07398941234124e+003	(9.90966286918438e+001dB,1.79926564297216e+002°)
1.07646521362983e+003	(9.90966310708482e+001dB,1.79926394539564e+002°)
1.07894672222983e+003	(9.90966334608568e+001dB,1.79926224387311e+002°)
1.08143395129794e+003	(9.90966358619207e+001dB,1.79926053839523e+002°)
1.08392691402120e+003	(9.90966382740911e+001dB,1.79925882895266e+002°)
1.08642562361706e+003	(9.90966406974196e+001dB,1.79925711553604e+002°)
1.08893009333343e+003	(9.90966431319577e+001dB,1.79925539813597e+002°)
1.09144033644875e+003	(9.90966455777575e+001dB,1.79925367674303e+002°)
1.09395636627209e+003	(9.90966480348712e+001dB,1.79925195134779e+002°)
1.09647819614318e+003	(9.90966505033512e+001dB,1.79925022194077e+002°)
1.09900583943252e+003	(9.90966529832503e+001dB,1.79924848851250e+002°)
1.10153930954141e+003	(9.90966554746214e+001dB,1.79924675105346e+002°)
1.10407861990207e+003	(9.90966579775176e+001dB,1.79924500955412e+002°)
1.10662378397766e+003	(9.90966604919924e+001dB,1.79924326400493e+002°)
1.10917481526240e+003	(9.90966630180995e+001dB,1.79924151439629e+002°)
1.11173172728159e+003	(9.90966655558928e+001dB,1.79923976071861e+002°)
1.11429453359173e+003	(9.90966681054265e+001dB,1.79923800296225e+002°)
1.11686324778056e+003	(9.90966706667550e+001dB,1.79923624111757e+002°)
1.11943788346715e+003	(9.90966732399331e+001dB,1.79923447517489e+002°)
1.12201845430196e+003	(9.90966758250156e+001dB,1.79923270512450e+002°)
1.12460497396692e+003	(9.90966784220578e+001dB,1.79923093095668e+002°)
1.12719745617551e+003	(9.90966810311151e+001dB,1.79922915266168e+002°)
1.12979591467279e+003	(9.90966836522433e+001dB,1.79922737022973e+002°)
1.13240036323555e+003	(9.90966862854983e+001dB,1.79922558365104e+002°)
1.13501081567231e+003	(9.90966889309363e+001dB,1.79922379291577e+002°)
1.13762728582343e+003	(9.90966915886139e+001dB,1.79922199801408e+002°)
1.14024978756117e+003	(9.90966942585878e+001dB,1.79922019893610e+002°)
1.14287833478977e+003	(9.90966969409151e+001dB,1.79921839567193e+002°)
1.14551294144553e+003	(9.90966996356529e+001dB,1.79921658821166e+002°)
1.14815362149688e+003	(9.90967023428590e+001dB,1.79921477654533e+002°)
1.15080038894443e+003	(9.90967050625911e+001dB,1.79921296066299e+002°)
1.15345325782109e+003	(9.90967077949073e+001dB,1.79921114055462e+002°)
1.15611224219210e+003	(9.90967105398660e+001dB,1.79920931621022e+002°)
1.15877735615512e+003	(9.90967132975258e+001dB,1.79920748761974e+002°)
1.16144861384034e+003	(9.90967160679457e+001dB,1.79920565477310e+002°)
1.16412602941049e+003	(9.90967188511848e+001dB,1.79920381766022e+002°)
1.16680961706096e+003	(9.90967216473025e+001dB,1.79920197627097e+002°)
1.16949939101987e+003	(9.90967244563588e+001dB,1.79920013059520e+002°)
1.17219536554813e+003	(9.90967272784134e+001dB,1.79919828062275e+002°)
1.17489755493953e+003	(9.90967301135268e+001dB,1.79919642634341e+002°)
1.17760597352080e+003	(9.90967329617595e+001dB,1.79919456774697e+002°)
1.18032063565173e+003	(9.90967358231724e+001dB,1.79919270482318e+002°)
1.18304155572516e+003	(9.90967386978267e+001dB,1.79919083756176e+002°)
1.18576874816716e+003	(9.90967415857837e+001dB,1.79918896595242e+002°)
1.18850222743701e+003	(9.90967444871052e+001dB,1.79918708998482e+002°)
1.19124200802737e+003	(9.90967474018531e+001dB,1.79918520964862e+002°)
1.19398810446427e+003	(9.90967503300899e+001dB,1.79918332493345e+002°)
1.19674053130724e+003	(9.90967532718780e+001dB,1.79918143582889e+002°)
1.19949930314937e+003	(9.90967562272804e+001dB,1.79917954232451e+002°)
1.20226443461741e+003	(9.90967591963602e+001dB,1.79917764440988e+002°)
1.20503594037179e+003	(9.90967621791808e+001dB,1.79917574207449e+002°)
1.20781383510678e+003	(9.90967651758061e+001dB,1.79917383530784e+002°)
1.21059813355048e+003	(9.90967681863002e+001dB,1.79917192409940e+002°)
1.21338885046497e+003	(9.90967712107272e+001dB,1.79917000843861e+002°)
1.21618600064636e+003	(9.90967742491520e+001dB,1.79916808831488e+002°)
1.21898959892486e+003	(9.90967773016394e+001dB,1.79916616371760e+002°)
1.22179966016487e+003	(9.90967803682548e+001dB,1.79916423463611e+002°)
1.22461619926504e+003	(9.90967834490637e+001dB,1.79916230105977e+002°)
1.22743923115840e+003	(9.90967865441320e+001dB,1.79916036297786e+002°)
1.23026877081238e+003	(9.90967896535258e+001dB,1.79915842037967e+002°)
1.23310483322890e+003	(9.90967927773116e+001dB,1.79915647325445e+002°)
1.23594743344450e+003	(9.90967959155563e+001dB,1.79915452159143e+002°)
1.23879658653036e+003	(9.90967990683270e+001dB,1.79915256537980e+002°)
1.24165230759241e+003	(9.90968022356910e+001dB,1.79915060460873e+002°)
1.24451461177138e+003	(9.90968054177161e+001dB,1.79914863926736e+002°)
1.24738351424294e+003	(9.90968086144704e+001dB,1.79914666934481e+002°)
1.25025903021771e+003	(9.90968118260223e+001dB,1.79914469483016e+002°)
1.25314117494141e+003	(9.90968150524404e+001dB,1.79914271571248e+002°)
1.25602996369487e+003	(9.90968182937937e+001dB,1.79914073198079e+002°)
1.25892541179416e+003	(9.90968215501516e+001dB,1.79913874362410e+002°)
1.26182753459066e+003	(9.90968248215838e+001dB,1.79913675063138e+002°)
1.26473634747115e+003	(9.90968281081602e+001dB,1.79913475299160e+002°)
1.26765186585784e+003	(9.90968314099511e+001dB,1.79913275069365e+002°)
1.27057410520854e+003	(9.90968347270272e+001dB,1.79913074372644e+002°)
1.27350308101666e+003	(9.90968380594594e+001dB,1.79912873207883e+002°)
1.27643880881134e+003	(9.90968414073191e+001dB,1.79912671573966e+002°)
1.27938130415752e+003	(9.90968447706778e+001dB,1.79912469469773e+002°)
1.28233058265601e+003	(9.90968481496076e+001dB,1.79912266894182e+002°)
1.28528665994361e+003	(9.90968515441807e+001dB,1.79912063846069e+002°)
1.28824955169313e+003	(9.90968549544698e+001dB,1.79911860324304e+002°)
1.29121927361353e+003	(9.90968583805479e+001dB,1.79911656327759e+002°)
1.29419584144998e+003	(9.90968618224883e+001dB,1.79911451855299e+002°)
1.29717927098395e+003	(9.90968652803646e+001dB,1.79911246905787e+002°)
1.30016957803328e+003	(9.90968687542509e+001dB,1.79911041478085e+002°)
1.30316677845229e+003	(9.90968722442215e+001dB,1.79910835571049e+002°)
1.30617088813183e+003	(9.90968757503511e+001dB,1.79910629183536e+002°)
1.30918192299940e+003	(9.90968792727148e+001dB,1.79910422314396e+002°)
1.31219989901920e+003	(9.90968828113879e+001dB,1.79910214962480e+002°)
1.31522483219223e+003	(9.90968863664463e+001dB,1.79910007126632e+002°)
1.31825673855640e+003	(9.90968899379660e+001dB,1.79909798805695e+002°)
1.32129563418657e+003	(9.90968935260235e+001dB,1.79909589998511e+002°)
1.32434153519466e+003	(9.90968971306957e+001dB,1.79909380703917e+002°)
1.32739445772973e+003	(9.90969007520596e+001dB,1.79909170920745e+002°)
1.33045441797808e+003	(9.90969043901928e+001dB,1.79908960647829e+002°)
1.33352143216332e+003	(9.90969080451733e+001dB,1.79908749883995e+002°)
1.33659551654643e+003	(9.90969117170793e+001dB,1.79908538628069e+002°)
1.33967668742593e+003	(9.90969154059895e+001dB,1.79908326878874e+002°)
1.34276496113786e+003	(9.90969191119828e+001dB,1.79908114635228e+002°)
1.34586035405594e+003	(9.90969228351386e+001dB,1.79907901895948e+002°)
1.34896288259165e+003	(9.90969265755366e+001dB,1.79907688659846e+002°)
1.35207256319427e+003	(9.90969303332571e+001dB,1.79907474925734e+002°)
1.35518941235103e+003	(9.90969341083804e+001dB,1.79907260692418e+002°)
1.35831344658715e+003	(9.90969379009874e+001dB,1.79907045958701e+002°)
1.36144468246594e+003	(9.90969417111594e+001dB,1.79906830723386e+002°)
1.36458313658892e+003	(9.90969455389780e+001dB,1.79906614985269e+002°)
1.36772882559584e+003	(9.90969493845252e+001dB,1.79906398743146e+002°)
1.37088176616484e+003	(9.90969532478833e+001dB,1.79906181995807e+002°)
1.37404197501251e+003	(9.90969571291353e+001dB,1.79905964742042e+002°)
1.37720946889394e+003	(9.90969610283641e+001dB,1.79905746980636e+002°)
1.38038426460288e+003	(9.90969649456535e+001dB,1.79905528710372e+002°)
1.38356637897177e+003	(9.90969688810873e+001dB,1.79905309930027e+002°)
1.38675582887188e+003	(9.90969728347498e+001dB,1.79905090638379e+002°)
1.38995263121334e+003	(9.90969768067258e+001dB,1.79904870834200e+002°)
1.39315680294529e+003	(9.90969807971005e+001dB,1.79904650516260e+002°)
1.39636836105593e+003	(9.90969848059593e+001dB,1.79904429683325e+002°)
1.39958732257261e+003	(9.90969888333881e+001dB,1.79904208334159e+002°)
1.40281370456195e+003	(9.90969928794734e+001dB,1.79903986467521e+002°)
1.40604752412990e+003	(9.90969969443018e+001dB,1.79903764082169e+002°)
1.40928879842186e+003	(9.90970010279604e+001dB,1.79903541176855e+002°)
1.41253754462274e+003	(9.90970051305369e+001dB,1.79903317750332e+002°)
1.41579377995707e+003	(9.90970092521191e+001dB,1.79903093801345e+002°)
1.41905752168908e+003	(9.90970133927955e+001dB,1.79902869328639e+002°)
1.42232878712281e+003	(9.90970175526547e+001dB,1.79902644330955e+002°)
1.42560759360218e+003	(9.90970217317861e+001dB,1.79902418807029e+002°)
1.42889395851109e+003	(9.90970259302793e+001dB,1.79902192755597e+002°)
1.43218789927353e+003	(9.90970301482242e+001dB,1.79901966175388e+002°)
1.43548943335364e+003	(9.90970343857113e+001dB,1.79901739065131e+002°)
1.43879857825583e+003	(9.90970386428315e+001dB,1.79901511423550e+002°)
1.44211535152486e+003	(9.90970429196761e+001dB,1.79901283249365e+002°)
1.44543977074592e+003	(9.90970472163369e+001dB,1.79901054541295e+002°)
1.44877185354475e+003	(9.90970515329060e+001dB,1.79900825298053e+002°)
1.45211161758773e+003	(9.90970558694760e+001dB,1.79900595518351e+002°)
1.45545908058195e+003	(9.90970602261399e+001dB,1.79900365200896e+002°)
1.45881426027534e+003	(9.90970646029913e+001dB,1.79900134344392e+002°)
1.46217717445671e+003	(9.90970690001239e+001dB,1.79899902947541e+002°)
1.46554784095590e+003	(9.90970734176322e+001dB,1.79899671009039e+002°)
1.46892627764385e+003	(9.90970778556109e+001dB,1.79899438527581e+002°)
1.47231250243271e+003	(9.90970823141553e+001dB,1.79899205501857e+002°)
1.47570653327588e+003	(9.90970867933611e+001dB,1.79898971930554e+002°)
1.47910838816819e+003	(9.90970912933243e+001dB,1.79898737812356e+002°)
1.48251808514594e+003	(9.90970958141416e+001dB,1.79898503145944e+002°)
1.48593564228699e+003	(9.90971003559099e+001dB,1.79898267929995e+002°)
1.48936107771090e+003	(9.90971049187268e+001dB,1.79898032163181e+002°)
1.49279440957898e+003	(9.90971095026902e+001dB,1.79897795844173e+002°)
1.49623565609442e+003	(9.90971141078985e+001dB,1.79897558971637e+002°)
1.49968483550236e+003	(9.90971187344506e+001dB,1.79897321544237e+002°)
1.50314196609001e+003	(9.90971233824458e+001dB,1.79897083560630e+002°)
1.50660706618673e+003	(9.90971280519838e+001dB,1.79896845019475e+002°)
1.51008015416413e+003	(9.90971327431651e+001dB,1.79896605919422e+002°)
1.51356124843619e+003	(9.90971374560902e+001dB,1.79896366259120e+002°)
1.51705036745932e+003	(9.90971421908603e+001dB,1.79896126037216e+002°)
1.52054752973248e+003	(9.90971469475773e+001dB,1.79895885252350e+002°)
1.52405275379728e+003	(9.90971517263431e+001dB,1.79895643903161e+002°)
1.52756605823806e+003	(9.90971565272606e+001dB,1.79895401988284e+002°)
1.53108746168201e+003	(9.90971613504327e+001dB,1.79895159506348e+002°)
1.53461698279928e+003	(9.90971661959630e+001dB,1.79894916455983e+002°)
1.53815464030302e+003	(9.90971710639557e+001dB,1.79894672835811e+002°)
1.54170045294954e+003	(9.90971759545154e+001dB,1.79894428644452e+002°)
1.54525443953840e+003	(9.90971808677470e+001dB,1.79894183880523e+002°)
1.54881661891247e+003	(9.90971858037563e+001dB,1.79893938542636e+002°)
1.55238700995807e+003	(9.90971907626491e+001dB,1.79893692629402e+002°)
1.55596563160506e+003	(9.90971957445321e+001dB,1.79893446139424e+002°)
1.55955250282694e+003	(9.90972007495124e+001dB,1.79893199071306e+002°)
1.56314764264094e+003	(9.90972057776975e+001dB,1.79892951423645e+002°)
1.56675107010813e+003	(9.90972108291953e+001dB,1.79892703195034e+002°)
1.57036280433354e+003	(9.90972159041147e+001dB,1.79892454384066e+002°)
1.57398286446620e+003	(9.90972210025645e+001dB,1.79892204989327e+002°)
1.57761126969933e+003	(9.90972261246544e+001dB,1.79891955009399e+002°)
1.58124803927037e+003	(9.90972312704946e+001dB,1.79891704442862e+002°)
1.58489319246110e+003	(9.90972364401955e+001dB,1.79891453288292e+002°)
1.58854674859776e+003	(9.90972416338685e+001dB,1.79891201544261e+002°)
1.59220872705115e+003	(9.90972468516251e+001dB,1.79890949209335e+002°)
1.59587914723672e+003	(9.90972520935775e+001dB,1.79890696282081e+002°)
1.59955802861465e+003	(9.90972573598385e+001dB,1.79890442761057e+002°)
1.60324539069002e+003	(9.90972626505213e+001dB,1.79890188644821e+002°)
1.60694125301286e+003	(9.90972679657397e+001dB,1.79889933931925e+002°)
1.61064563517825e+003	(9.90972733056080e+001dB,1.79889678620917e+002°)
1.61435855682647e+003	(9.90972786702411e+001dB,1.79889422710343e+002°)
1.61808003764305e+003	(9.90972840597543e+001dB,1.79889166198744e+002°)
1.62181009735891e+003	(9.90972894742637e+001dB,1.79888909084656e+002°)
1.62554875575047e+003	(9.90972949138856e+001dB,1.79888651366613e+002°)
