Freq.	V(n010)/I(V1)
Step Information: 1=1  (Run: 1/11)
1.59587914723655e+005	(9.86750658584756e+001dB,-1.79650412892615e+002°)
1.59955802861449e+005	(9.86751651506927e+001dB,-1.79651263143306e+002°)
1.60324539068986e+005	(9.86752639479996e+001dB,-1.79652111089817e+002°)
1.60694125301269e+005	(9.86753622530500e+001dB,-1.79652956739936e+002°)
1.61064563517809e+005	(9.86754600684812e+001dB,-1.79653800101412e+002°)
1.61435855682630e+005	(9.86755573969151e+001dB,-1.79654641181960e+002°)
1.61808003764288e+005	(9.86756542409576e+001dB,-1.79655479989260e+002°)
1.62181009735874e+005	(9.86757506031988e+001dB,-1.79656316530953e+002°)
1.62554875575030e+005	(9.86758464862137e+001dB,-1.79657150814645e+002°)
1.62929603263953e+005	(9.86759418925615e+001dB,-1.79657982847909e+002°)
1.63305194789415e+005	(9.86760368247861e+001dB,-1.79658812638278e+002°)
1.63681652142762e+005	(9.86761312854165e+001dB,-1.79659640193255e+002°)
1.64058977319935e+005	(9.86762252769662e+001dB,-1.79660465520304e+002°)
1.64437172321474e+005	(9.86763188019339e+001dB,-1.79661288626857e+002°)
1.64816239152532e+005	(9.86764118628035e+001dB,-1.79662109520310e+002°)
1.65196179822882e+005	(9.86765044620439e+001dB,-1.79662928208026e+002°)
1.65576996346934e+005	(9.86765966021095e+001dB,-1.79663744697333e+002°)
1.65958690743737e+005	(9.86766882854400e+001dB,-1.79664558995525e+002°)
1.66341265036998e+005	(9.86767795144605e+001dB,-1.79665371109864e+002°)
1.66724721255087e+005	(9.86768702915820e+001dB,-1.79666181047577e+002°)
1.67109061431051e+005	(9.86769606192011e+001dB,-1.79666988815858e+002°)
1.67494287602624e+005	(9.86770504997000e+001dB,-1.79667794421868e+002°)
1.67880401812237e+005	(9.86771399354472e+001dB,-1.79668597872737e+002°)
1.68267406107027e+005	(9.86772289287969e+001dB,-1.79669399175561e+002°)
1.68655302538855e+005	(9.86773174820895e+001dB,-1.79670198337402e+002°)
1.69044093164307e+005	(9.86774055976517e+001dB,-1.79670995365294e+002°)
1.69433780044713e+005	(9.86774932777964e+001dB,-1.79671790266234e+002°)
1.69824365246155e+005	(9.86775805248228e+001dB,-1.79672583047191e+002°)
1.70215850839475e+005	(9.86776673410168e+001dB,-1.79673373715101e+002°)
1.70608238900292e+005	(9.86777537286507e+001dB,-1.79674162276869e+002°)
1.71001531509009e+005	(9.86778396899836e+001dB,-1.79674948739368e+002°)
1.71395730750823e+005	(9.86779252272612e+001dB,-1.79675733109442e+002°)
1.71790838715739e+005	(9.86780103427161e+001dB,-1.79676515393901e+002°)
1.72186857498581e+005	(9.86780950385681e+001dB,-1.79677295599527e+002°)
1.72583789199000e+005	(9.86781793170235e+001dB,-1.79678073733071e+002°)
1.72981635921490e+005	(9.86782631802763e+001dB,-1.79678849801252e+002°)
1.73380399775394e+005	(9.86783466305073e+001dB,-1.79679623810762e+002°)
1.73780082874917e+005	(9.86784296698848e+001dB,-1.79680395768261e+002°)
1.74180687339141e+005	(9.86785123005642e+001dB,-1.79681165680380e+002°)
1.74582215292030e+005	(9.86785945246887e+001dB,-1.79681933553719e+002°)
1.74984668862445e+005	(9.86786763443889e+001dB,-1.79682699394851e+002°)
1.75388050184156e+005	(9.86787577617830e+001dB,-1.79683463210319e+002°)
1.75792361395849e+005	(9.86788387789770e+001dB,-1.79684225006635e+002°)
1.76197604641142e+005	(9.86789193980645e+001dB,-1.79684984790286e+002°)
1.76603782068596e+005	(9.86789996211272e+001dB,-1.79685742567726e+002°)
1.77010895831721e+005	(9.86790794502348e+001dB,-1.79686498345385e+002°)
1.77418948088996e+005	(9.86791588874446e+001dB,-1.79687252129660e+002°)
1.77827941003871e+005	(9.86792379348027e+001dB,-1.79688003926924e+002°)
1.78237876744788e+005	(9.86793165943428e+001dB,-1.79688753743520e+002°)
1.78648757485184e+005	(9.86793948680872e+001dB,-1.79689501585763e+002°)
1.79060585403508e+005	(9.86794727580464e+001dB,-1.79690247459941e+002°)
1.79473362683232e+005	(9.86795502662194e+001dB,-1.79690991372314e+002°)
1.79887091512858e+005	(9.86796273945939e+001dB,-1.79691733329116e+002°)
1.80301774085936e+005	(9.86797041451457e+001dB,-1.79692473336552e+002°)
1.80717412601071e+005	(9.86797805198398e+001dB,-1.79693211400801e+002°)
1.81134009261939e+005	(9.86798565206296e+001dB,-1.79693947528016e+002°)
1.81551566277292e+005	(9.86799321494574e+001dB,-1.79694681724320e+002°)
1.81970085860977e+005	(9.86800074082545e+001dB,-1.79695413995814e+002°)
1.82389570231942e+005	(9.86800822989409e+001dB,-1.79696144348570e+002°)
1.82810021614253e+005	(9.86801568234259e+001dB,-1.79696872788634e+002°)
1.83231442237099e+005	(9.86802309836077e+001dB,-1.79697599322026e+002°)
1.83653834334813e+005	(9.86803047813739e+001dB,-1.79698323954741e+002°)
1.84077200146874e+005	(9.86803782186011e+001dB,-1.79699046692747e+002°)
1.84501541917926e+005	(9.86804512971553e+001dB,-1.79699767541987e+002°)
1.84926861897786e+005	(9.86805240188921e+001dB,-1.79700486508379e+002°)
1.85353162341459e+005	(9.86805963856563e+001dB,-1.79701203597814e+002°)
1.85780445509148e+005	(9.86806683992822e+001dB,-1.79701918816161e+002°)
1.86208713666265e+005	(9.86807400615939e+001dB,-1.79702632169260e+002°)
1.86637969083445e+005	(9.86808113744050e+001dB,-1.79703343662929e+002°)
1.87068214036558e+005	(9.86808823395189e+001dB,-1.79704053302960e+002°)
1.87499450806720e+005	(9.86809529587289e+001dB,-1.79704761095122e+002°)
1.87931681680305e+005	(9.86810232338179e+001dB,-1.79705467045158e+002°)
1.88364908948958e+005	(9.86810931665589e+001dB,-1.79706171158786e+002°)
1.88799134909607e+005	(9.86811627587149e+001dB,-1.79706873441703e+002°)
1.89234361864475e+005	(9.86812320120390e+001dB,-1.79707573899578e+002°)
1.89670592121092e+005	(9.86813009282742e+001dB,-1.79708272538060e+002°)
1.90107827992307e+005	(9.86813695091540e+001dB,-1.79708969362770e+002°)
1.90546071796302e+005	(9.86814377564018e+001dB,-1.79709664379310e+002°)
1.90985325856601e+005	(9.86815056717317e+001dB,-1.79710357593255e+002°)
1.91425592502086e+005	(9.86815732568479e+001dB,-1.79711049010159e+002°)
1.91866874067006e+005	(9.86816405134450e+001dB,-1.79711738635550e+002°)
1.92309172890993e+005	(9.86817074432084e+001dB,-1.79712426474936e+002°)
1.92752491319071e+005	(9.86817740478138e+001dB,-1.79713112533801e+002°)
1.93196831701669e+005	(9.86818403289275e+001dB,-1.79713796817605e+002°)
1.93642196394638e+005	(9.86819062882066e+001dB,-1.79714479331787e+002°)
1.94088587759255e+005	(9.86819719272991e+001dB,-1.79715160081762e+002°)
1.94536008162243e+005	(9.86820372478433e+001dB,-1.79715839072924e+002°)
1.94984459975781e+005	(9.86821022514689e+001dB,-1.79716516310644e+002°)
1.95433945577516e+005	(9.86821669397962e+001dB,-1.79717191800270e+002°)
1.95884467350575e+005	(9.86822313144366e+001dB,-1.79717865547130e+002°)
1.96336027683581e+005	(9.86822953769924e+001dB,-1.79718537556527e+002°)
1.96788628970661e+005	(9.86823591290571e+001dB,-1.79719207833746e+002°)
1.97242273611462e+005	(9.86824225722154e+001dB,-1.79719876384048e+002°)
1.97696964011162e+005	(9.86824857080431e+001dB,-1.79720543212672e+002°)
1.98152702580486e+005	(9.86825485381071e+001dB,-1.79721208324837e+002°)
1.98609491735713e+005	(9.86826110639660e+001dB,-1.79721871725740e+002°)
1.99067333898695e+005	(9.86826732871695e+001dB,-1.79722533420557e+002°)
1.99526231496864e+005	(9.86827352092587e+001dB,-1.79723193414442e+002°)
1.99986186963250e+005	(9.86827968317663e+001dB,-1.79723851712530e+002°)
2.00447202736492e+005	(9.86828581562165e+001dB,-1.79724508319934e+002°)
2.00909281260849e+005	(9.86829191841250e+001dB,-1.79725163241746e+002°)
2.01372424986215e+005	(9.86829799169992e+001dB,-1.79725816483038e+002°)
2.01836636368132e+005	(9.86830403563382e+001dB,-1.79726468048860e+002°)
2.02301917867803e+005	(9.86831005036328e+001dB,-1.79727117944245e+002°)
2.02768271952104e+005	(9.86831603603657e+001dB,-1.79727766174201e+002°)
2.03235701093598e+005	(9.86832199280112e+001dB,-1.79728412743721e+002°)
2.03704207770547e+005	(9.86832792080358e+001dB,-1.79729057657773e+002°)
2.04173794466928e+005	(9.86833382018977e+001dB,-1.79729700921309e+002°)
2.04644463672443e+005	(9.86833969110472e+001dB,-1.79730342539259e+002°)
2.05116217882532e+005	(9.86834553369266e+001dB,-1.79730982516534e+002°)
2.05589059598389e+005	(9.86835134809703e+001dB,-1.79731620858025e+002°)
2.06062991326975e+005	(9.86835713446049e+001dB,-1.79732257568604e+002°)
2.06538015581028e+005	(9.86836289292492e+001dB,-1.79732892653124e+002°)
2.07014134879079e+005	(9.86836862363142e+001dB,-1.79733526116417e+002°)
2.07491351745466e+005	(9.86837432672031e+001dB,-1.79734157963297e+002°)
2.07969668710344e+005	(9.86838000233115e+001dB,-1.79734788198560e+002°)
2.08449088309704e+005	(9.86838565060275e+001dB,-1.79735416826980e+002°)
2.08929613085379e+005	(9.86839127167315e+001dB,-1.79736043853316e+002°)
2.09411245585064e+005	(9.86839686567963e+001dB,-1.79736669282304e+002°)
2.09893988362327e+005	(9.86840243275875e+001dB,-1.79737293118666e+002°)
2.10377843976622e+005	(9.86840797304629e+001dB,-1.79737915367100e+002°)
2.10862814993303e+005	(9.86841348667733e+001dB,-1.79738536032291e+002°)
2.11348903983639e+005	(9.86841897378619e+001dB,-1.79739155118903e+002°)
2.11836113524824e+005	(9.86842443450646e+001dB,-1.79739772631580e+002°)
2.12324446199996e+005	(9.86842986897103e+001dB,-1.79740388574951e+002°)
2.12813904598245e+005	(9.86843527731203e+001dB,-1.79741002953625e+002°)
2.13304491314632e+005	(9.86844065966092e+001dB,-1.79741615772194e+002°)
2.13796208950197e+005	(9.86844601614840e+001dB,-1.79742227035232e+002°)
2.14289060111980e+005	(9.86845134690450e+001dB,-1.79742836747295e+002°)
2.14783047413027e+005	(9.86845665205854e+001dB,-1.79743444912920e+002°)
2.15278173472411e+005	(9.86846193173912e+001dB,-1.79744051536629e+002°)
2.15774440915240e+005	(9.86846718607417e+001dB,-1.79744656622924e+002°)
2.16271852372676e+005	(9.86847241519091e+001dB,-1.79745260176292e+002°)
2.16770410481943e+005	(9.86847761921590e+001dB,-1.79745862201201e+002°)
2.17270117886348e+005	(9.86848279827498e+001dB,-1.79746462702101e+002°)
2.17770977235289e+005	(9.86848795249335e+001dB,-1.79747061683428e+002°)
2.18272991184273e+005	(9.86849308199552e+001dB,-1.79747659149598e+002°)
2.18776162394928e+005	(9.86849818690531e+001dB,-1.79748255105011e+002°)
2.19280493535018e+005	(9.86850326734592e+001dB,-1.79748849554050e+002°)
2.19785987278456e+005	(9.86850832343985e+001dB,-1.79749442501082e+002°)
2.20292646305319e+005	(9.86851335530896e+001dB,-1.79750033950456e+002°)
2.20800473301863e+005	(9.86851836307444e+001dB,-1.79750623906506e+002°)
2.21309470960537e+005	(9.86852334685685e+001dB,-1.79751212373549e+002°)
2.21819641979995e+005	(9.86852830677610e+001dB,-1.79751799355883e+002°)
2.22330989065113e+005	(9.86853324295145e+001dB,-1.79752384857794e+002°)
2.22843514927003e+005	(9.86853815550153e+001dB,-1.79752968883548e+002°)
2.23357222283026e+005	(9.86854304454432e+001dB,-1.79753551437398e+002°)
2.23872113856806e+005	(9.86854791019719e+001dB,-1.79754132523578e+002°)
2.24388192378249e+005	(9.86855275257688e+001dB,-1.79754712146308e+002°)
2.24905460583550e+005	(9.86855757179949e+001dB,-1.79755290309791e+002°)
2.25423921215215e+005	(9.86856236798051e+001dB,-1.79755867018215e+002°)
2.25943577022070e+005	(9.86856714123483e+001dB,-1.79756442275751e+002°)
2.26464430759278e+005	(9.86857189167670e+001dB,-1.79757016086556e+002°)
2.26986485188354e+005	(9.86857661941979e+001dB,-1.79757588454770e+002°)
2.27509743077179e+005	(9.86858132457714e+001dB,-1.79758159384518e+002°)
2.28034207200014e+005	(9.86858600726122e+001dB,-1.79758728879910e+002°)
2.28559880337515e+005	(9.86859066758386e+001dB,-1.79759296945039e+002°)
2.29086765276749e+005	(9.86859530565633e+001dB,-1.79759863583986e+002°)
2.29614864811208e+005	(9.86859992158931e+001dB,-1.79760428800813e+002°)
2.30144181740822e+005	(9.86860451549286e+001dB,-1.79760992599569e+002°)
2.30674718871978e+005	(9.86860908747650e+001dB,-1.79761554984288e+002°)
2.31206479017531e+005	(9.86861363764913e+001dB,-1.79762115958988e+002°)
2.31739464996819e+005	(9.86861816611911e+001dB,-1.79762675527673e+002°)
2.32273679635682e+005	(9.86862267299420e+001dB,-1.79763233694332e+002°)
2.32809125766472e+005	(9.86862715838161e+001dB,-1.79763790462939e+002°)
2.33345806228071e+005	(9.86863162238796e+001dB,-1.79764345837453e+002°)
2.33883723865906e+005	(9.86863606511933e+001dB,-1.79764899821820e+002°)
2.34422881531963e+005	(9.86864048668122e+001dB,-1.79765452419970e+002°)
2.34963282084802e+005	(9.86864488717859e+001dB,-1.79766003635818e+002°)
2.35504928389572e+005	(9.86864926671585e+001dB,-1.79766553473266e+002°)
2.36047823318028e+005	(9.86865362539683e+001dB,-1.79767101936202e+002°)
2.36591969748546e+005	(9.86865796332486e+001dB,-1.79767649028498e+002°)
2.37137370566136e+005	(9.86866228060268e+001dB,-1.79768194754014e+002°)
2.37684028662458e+005	(9.86866657733252e+001dB,-1.79768739116594e+002°)
2.38231946935839e+005	(9.86867085361607e+001dB,-1.79769282120068e+002°)
2.38781128291288e+005	(9.86867510955447e+001dB,-1.79769823768255e+002°)
2.39331575640509e+005	(9.86867934524833e+001dB,-1.79770364064956e+002°)
2.39883291901919e+005	(9.86868356079776e+001dB,-1.79770903013960e+002°)
2.40436280000663e+005	(9.86868775630231e+001dB,-1.79771440619044e+002°)
2.40990542868629e+005	(9.86869193186104e+001dB,-1.79771976883969e+002°)
2.41546083444464e+005	(9.86869608757246e+001dB,-1.79772511812482e+002°)
2.42102904673588e+005	(9.86870022353459e+001dB,-1.79773045408320e+002°)
2.42661009508211e+005	(9.86870433984492e+001dB,-1.79773577675201e+002°)
2.43220400907351e+005	(9.86870843660044e+001dB,-1.79774108616836e+002°)
2.43781081836845e+005	(9.86871251389764e+001dB,-1.79774638236917e+002°)
2.44343055269367e+005	(9.86871657183249e+001dB,-1.79775166539126e+002°)
2.44906324184444e+005	(9.86872061050046e+001dB,-1.79775693527131e+002°)
2.45470891568472e+005	(9.86872462999654e+001dB,-1.79776219204586e+002°)
2.46036760414732e+005	(9.86872863041520e+001dB,-1.79776743575134e+002°)
2.46603933723403e+005	(9.86873261185045e+001dB,-1.79777266642402e+002°)
2.47172414501582e+005	(9.86873657439577e+001dB,-1.79777788410007e+002°)
2.47742205763297e+005	(9.86874051814419e+001dB,-1.79778308881552e+002°)
2.48313310529526e+005	(9.86874444318823e+001dB,-1.79778828060627e+002°)
2.48885731828208e+005	(9.86874834961996e+001dB,-1.79779345950808e+002°)
2.49459472694264e+005	(9.86875223753093e+001dB,-1.79779862555660e+002°)
2.50034536169612e+005	(9.86875610701225e+001dB,-1.79780377878736e+002°)
2.50610925303180e+005	(9.86875995815453e+001dB,-1.79780891923575e+002°)
2.51188643150926e+005	(9.86876379104794e+001dB,-1.79781404693703e+002°)
2.51767692775854e+005	(9.86876760578216e+001dB,-1.79781916192635e+002°)
2.52348077248026e+005	(9.86877140244641e+001dB,-1.79782426423874e+002°)
2.52929799644583e+005	(9.86877518112944e+001dB,-1.79782935390907e+002°)
2.53512863049759e+005	(9.86877894191957e+001dB,-1.79783443097214e+002°)
2.54097270554898e+005	(9.86878268490464e+001dB,-1.79783949546259e+002°)
2.54683025258472e+005	(9.86878641017203e+001dB,-1.79784454741496e+002°)
2.55270130266092e+005	(9.86879011780868e+001dB,-1.79784958686364e+002°)
2.55858588690532e+005	(9.86879380790108e+001dB,-1.79785461384294e+002°)
2.56448403651739e+005	(9.86879748053527e+001dB,-1.79785962838701e+002°)
2.57039578276854e+005	(9.86880113579685e+001dB,-1.79786463052992e+002°)
2.57632115700225e+005	(9.86880477377098e+001dB,-1.79786962030558e+002°)
2.58226019063427e+005	(9.86880839454238e+001dB,-1.79787459774782e+002°)
2.58821291515276e+005	(9.86881199819533e+001dB,-1.79787956289033e+002°)
2.59417936211849e+005	(9.86881558481367e+001dB,-1.79788451576669e+002°)
2.60015956316494e+005	(9.86881915448082e+001dB,-1.79788945641035e+002°)
2.60615354999857e+005	(9.86882270727978e+001dB,-1.79789438485468e+002°)
2.61216135439888e+005	(9.86882624329310e+001dB,-1.79789930113289e+002°)
2.61818300821865e+005	(9.86882976260291e+001dB,-1.79790420527810e+002°)
2.62421854338411e+005	(9.86883326529094e+001dB,-1.79790909732331e+002°)
2.63026799189505e+005	(9.86883675143847e+001dB,-1.79791397730142e+002°)
2.63633138582505e+005	(9.86884022112639e+001dB,-1.79791884524520e+002°)
2.64240875732161e+005	(9.86884367443517e+001dB,-1.79792370118730e+002°)
2.64850013860636e+005	(9.86884711144484e+001dB,-1.79792854516029e+002°)
2.65460556197520e+005	(9.86885053223506e+001dB,-1.79793337719659e+002°)
2.66072505979847e+005	(9.86885393688505e+001dB,-1.79793819732854e+002°)
2.66685866452114e+005	(9.86885732547365e+001dB,-1.79794300558834e+002°)
2.67300640866297e+005	(9.86886069807929e+001dB,-1.79794780200812e+002°)
2.67916832481869e+005	(9.86886405477997e+001dB,-1.79795258661986e+002°)
2.68534444565817e+005	(9.86886739565334e+001dB,-1.79795735945546e+002°)
2.69153480392657e+005	(9.86887072077662e+001dB,-1.79796212054669e+002°)
2.69773943244458e+005	(9.86887403022664e+001dB,-1.79796686992522e+002°)
2.70395836410850e+005	(9.86887732407985e+001dB,-1.79797160762263e+002°)
2.71019163189050e+005	(9.86888060241230e+001dB,-1.79797633367036e+002°)
2.71643926883874e+005	(9.86888386529966e+001dB,-1.79798104809976e+002°)
2.72270130807756e+005	(9.86888711281721e+001dB,-1.79798575094209e+002°)
2.72897778280769e+005	(9.86889034503984e+001dB,-1.79799044222847e+002°)
2.73526872630636e+005	(9.86889356204207e+001dB,-1.79799512198995e+002°)
2.74157417192753e+005	(9.86889676389804e+001dB,-1.79799979025745e+002°)
2.74789415310204e+005	(9.86889995068150e+001dB,-1.79800444706180e+002°)
2.75422870333781e+005	(9.86890312246585e+001dB,-1.79800909243372e+002°)
2.76057785621999e+005	(9.86890627932408e+001dB,-1.79801372640382e+002°)
2.76694164541116e+005	(9.86890942132886e+001dB,-1.79801834900262e+002°)
2.77332010465148e+005	(9.86891254855244e+001dB,-1.79802296026055e+002°)
2.77971326775893e+005	(9.86891566106673e+001dB,-1.79802756020790e+002°)
2.78612116862941e+005	(9.86891875894328e+001dB,-1.79803214887488e+002°)
2.79254384123698e+005	(9.86892184225326e+001dB,-1.79803672629162e+002°)
2.79898131963400e+005	(9.86892491106750e+001dB,-1.79804129248811e+002°)
2.80543363795135e+005	(9.86892796545644e+001dB,-1.79804584749426e+002°)
2.81190083039858e+005	(9.86893100549021e+001dB,-1.79805039133989e+002°)
2.81838293126409e+005	(9.86893403123854e+001dB,-1.79805492405470e+002°)
2.82487997491534e+005	(9.86893704277083e+001dB,-1.79805944566831e+002°)
2.83139199579901e+005	(9.86894004015613e+001dB,-1.79806395621024e+002°)
2.83791902844119e+005	(9.86894302346314e+001dB,-1.79806845570988e+002°)
2.84446110744755e+005	(9.86894599276019e+001dB,-1.79807294419658e+002°)
2.85101826750354e+005	(9.86894894811531e+001dB,-1.79807742169954e+002°)
2.85759054337458e+005	(9.86895188959615e+001dB,-1.79808188824790e+002°)
2.86417796990621e+005	(9.86895481727003e+001dB,-1.79808634387067e+002°)
2.87078058202432e+005	(9.86895773120393e+001dB,-1.79809078859681e+002°)
2.87739841473530e+005	(9.86896063146450e+001dB,-1.79809522245514e+002°)
2.88403150312623e+005	(9.86896351811805e+001dB,-1.79809964547441e+002°)
2.89067988236510e+005	(9.86896639123055e+001dB,-1.79810405768327e+002°)
2.89734358770095e+005	(9.86896925086765e+001dB,-1.79810845911027e+002°)
2.90402265446407e+005	(9.86897209709465e+001dB,-1.79811284978389e+002°)
2.91071711806623e+005	(9.86897492997655e+001dB,-1.79811722973248e+002°)
2.91742701400079e+005	(9.86897774957799e+001dB,-1.79812159898432e+002°)
2.92415237784296e+005	(9.86898055596332e+001dB,-1.79812595756761e+002°)
2.93089324524994e+005	(9.86898334919655e+001dB,-1.79813030551043e+002°)
2.93764965196115e+005	(9.86898612934136e+001dB,-1.79813464284078e+002°)
2.94442163379838e+005	(9.86898889646112e+001dB,-1.79813896958658e+002°)
2.95120922666600e+005	(9.86899165061889e+001dB,-1.79814328577564e+002°)
2.95801246655116e+005	(9.86899439187741e+001dB,-1.79814759143570e+002°)
2.96483138952396e+005	(9.86899712029909e+001dB,-1.79815188659439e+002°)
2.97166603173764e+005	(9.86899983594605e+001dB,-1.79815617127926e+002°)
2.97851642942880e+005	(9.86900253888008e+001dB,-1.79816044551778e+002°)
2.98538261891757e+005	(9.86900522916268e+001dB,-1.79816470933732e+002°)
2.99226463660780e+005	(9.86900790685503e+001dB,-1.79816896276516e+002°)
2.99916251898726e+005	(9.86901057201800e+001dB,-1.79817320582850e+002°)
3.00607630262784e+005	(9.86901322471216e+001dB,-1.79817743855445e+002°)
3.01300602418573e+005	(9.86901586499780e+001dB,-1.79818166097003e+002°)
3.01995172040162e+005	(9.86901849293487e+001dB,-1.79818587310217e+002°)
3.02691342810091e+005	(9.86902110858305e+001dB,-1.79819007497773e+002°)
3.03389118419387e+005	(9.86902371200170e+001dB,-1.79819426662347e+002°)
3.04088502567588e+005	(9.86902630324992e+001dB,-1.79819844806606e+002°)
3.04789498962759e+005	(9.86902888238647e+001dB,-1.79820261933209e+002°)
3.05492111321511e+005	(9.86903144946985e+001dB,-1.79820678044808e+002°)
3.06196343369028e+005	(9.86903400455826e+001dB,-1.79821093144044e+002°)
3.06902198839076e+005	(9.86903654770960e+001dB,-1.79821507233552e+002°)
3.07609681474031e+005	(9.86903907898150e+001dB,-1.79821920315957e+002°)
3.08318795024895e+005	(9.86904159843129e+001dB,-1.79822332393875e+002°)
3.09029543251319e+005	(9.86904410611602e+001dB,-1.79822743469916e+002°)
3.09741929921617e+005	(9.86904660209245e+001dB,-1.79823153546681e+002°)
3.10455958812795e+005	(9.86904908641708e+001dB,-1.79823562626760e+002°)
3.11171633710561e+005	(9.86905155914609e+001dB,-1.79823970712740e+002°)
3.11888958409353e+005	(9.86905402033543e+001dB,-1.79824377807194e+002°)
3.12607936712354e+005	(9.86905647004073e+001dB,-1.79824783912692e+002°)
3.13328572431517e+005	(9.86905890831736e+001dB,-1.79825189031793e+002°)
3.14050869387580e+005	(9.86906133522043e+001dB,-1.79825593167047e+002°)
3.14774831410090e+005	(9.86906375080475e+001dB,-1.79825996321000e+002°)
3.15500462337421e+005	(9.86906615512489e+001dB,-1.79826398496187e+002°)
3.16227766016796e+005	(9.86906854823511e+001dB,-1.79826799695134e+002°)
3.16956746304307e+005	(9.86907093018945e+001dB,-1.79827199920362e+002°)
3.17687407064935e+005	(9.86907330104163e+001dB,-1.79827599174382e+002°)
3.18419752172571e+005	(9.86907566084515e+001dB,-1.79827997459699e+002°)
3.19153785510034e+005	(9.86907800965322e+001dB,-1.79828394778808e+002°)
3.19889510969098e+005	(9.86908034751880e+001dB,-1.79828791134198e+002°)
3.20626932450504e+005	(9.86908267449457e+001dB,-1.79829186528349e+002°)
3.21366053863989e+005	(9.86908499063297e+001dB,-1.79829580963733e+002°)
3.22106879128301e+005	(9.86908729598618e+001dB,-1.79829974442817e+002°)
3.22849412171221e+005	(9.86908959060610e+001dB,-1.79830366968056e+002°)
3.23593656929586e+005	(9.86909187454440e+001dB,-1.79830758541902e+002°)
3.24339617349307e+005	(9.86909414785249e+001dB,-1.79831149166795e+002°)
3.25087297385392e+005	(9.86909641058152e+001dB,-1.79831538845171e+002°)
3.25836701001966e+005	(9.86909866278239e+001dB,-1.79831927579457e+002°)
3.26587832172293e+005	(9.86910090450574e+001dB,-1.79832315372071e+002°)
3.27340694878795e+005	(9.86910313580199e+001dB,-1.79832702225427e+002°)
3.28095293113076e+005	(9.86910535672128e+001dB,-1.79833088141928e+002°)
3.28851630875940e+005	(9.86910756731351e+001dB,-1.79833473123971e+002°)
3.29609712177414e+005	(9.86910976762836e+001dB,-1.79833857173947e+002°)
3.30369541036771e+005	(9.86911195771524e+001dB,-1.79834240294237e+002°)
3.31131121482547e+005	(9.86911413762332e+001dB,-1.79834622487217e+002°)
3.31894457552566e+005	(9.86911630740153e+001dB,-1.79835003755254e+002°)
3.32659553293961e+005	(9.86911846709857e+001dB,-1.79835384100709e+002°)
3.33426412763191e+005	(9.86912061676290e+001dB,-1.79835763525935e+002°)
3.34195040026070e+005	(9.86912275644273e+001dB,-1.79836142033278e+002°)
3.34965439157783e+005	(9.86912488618603e+001dB,-1.79836519625076e+002°)
3.35737614242910e+005	(9.86912700604056e+001dB,-1.79836896303662e+002°)
3.36511569375446e+005	(9.86912911605383e+001dB,-1.79837272071359e+002°)
3.37287308658824e+005	(9.86913121627311e+001dB,-1.79837646930485e+002°)
3.38064836205937e+005	(9.86913330674545e+001dB,-1.79838020883352e+002°)
3.38844156139158e+005	(9.86913538751767e+001dB,-1.79838393932260e+002°)
3.39625272590363e+005	(9.86913745863637e+001dB,-1.79838766079508e+002°)
3.40408189700956e+005	(9.86913952014789e+001dB,-1.79839137327384e+002°)
3.41192911621883e+005	(9.86914157209837e+001dB,-1.79839507678171e+002°)
3.41979442513663e+005	(9.86914361453373e+001dB,-1.79839877134144e+002°)
3.42767786546405e+005	(9.86914564749964e+001dB,-1.79840245697572e+002°)
3.43557947899829e+005	(9.86914767104157e+001dB,-1.79840613370715e+002°)
3.44349930763293e+005	(9.86914968520476e+001dB,-1.79840980155830e+002°)
3.45143739335810e+005	(9.86915169003423e+001dB,-1.79841346055163e+002°)
3.45939377826076e+005	(9.86915368557477e+001dB,-1.79841711070956e+002°)
3.46736850452485e+005	(9.86915567187098e+001dB,-1.79842075205444e+002°)
3.47536161443160e+005	(9.86915764896720e+001dB,-1.79842438460854e+002°)
3.48337315035965e+005	(9.86915961690760e+001dB,-1.79842800839407e+002°)
3.49140315478540e+005	(9.86916157573610e+001dB,-1.79843162343317e+002°)
3.49945167028311e+005	(9.86916352549642e+001dB,-1.79843522974792e+002°)
3.50751873952521e+005	(9.86916546623208e+001dB,-1.79843882736033e+002°)
3.51560440528251e+005	(9.86916739798636e+001dB,-1.79844241629234e+002°)
3.52370871042440e+005	(9.86916932080235e+001dB,-1.79844599656583e+002°)
3.53183169791910e+005	(9.86917123472293e+001dB,-1.79844956820261e+002°)
3.53997341083387e+005	(9.86917313979076e+001dB,-1.79845313122443e+002°)
3.54813389233528e+005	(9.86917503604830e+001dB,-1.79845668565297e+002°)
3.55631318568938e+005	(9.86917692353782e+001dB,-1.79846023150985e+002°)
3.56451133426196e+005	(9.86917880230135e+001dB,-1.79846376881661e+002°)
3.57272838151881e+005	(9.86918067238074e+001dB,-1.79846729759476e+002°)
3.58096437102588e+005	(9.86918253381764e+001dB,-1.79847081786570e+002°)
3.58921934644957e+005	(9.86918438665348e+001dB,-1.79847432965081e+002°)
3.59749335155694e+005	(9.86918623092951e+001dB,-1.79847783297138e+002°)
3.60578643021594e+005	(9.86918806668676e+001dB,-1.79848132784864e+002°)
3.61409862639565e+005	(9.86918989396608e+001dB,-1.79848481430376e+002°)
3.62242998416650e+005	(9.86919171280811e+001dB,-1.79848829235785e+002°)
3.63078054770053e+005	(9.86919352325330e+001dB,-1.79849176203196e+002°)
